2023-02-11T17:47:59.179290-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:49.259184-0300 | INFO | App started | main.py:32
2023-02-11T17:50:49.386186-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:49.386186-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:49.386186-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:49.390185-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:49.392183-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:49.392183-0300 | INFO | App started | main.py:32
2023-02-11T17:50:49.518243-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:49.519242-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:49.519242-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:49.523242-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:49.526243-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:49.526243-0300 | INFO | App started | main.py:32
2023-02-11T17:50:49.651244-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:49.652245-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:49.652245-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:49.656243-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:49.658241-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:49.658241-0300 | INFO | App started | main.py:32
2023-02-11T17:50:50.095244-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:50.096244-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:50.096244-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:50.100245-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:50.103272-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:50.103272-0300 | INFO | App started | main.py:32
2023-02-11T17:50:50.817242-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:50.817242-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:50.817242-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:50.820241-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:50.822242-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:50.823241-0300 | INFO | App started | main.py:32
2023-02-11T17:50:51.243242-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:51.244242-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:51.244242-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:51.248243-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:51.250241-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:51.251241-0300 | INFO | App started | main.py:32
2023-02-11T17:50:51.661246-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:51.662242-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:51.662242-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:51.666257-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:51.668243-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:51.668243-0300 | INFO | App started | main.py:32
2023-02-11T17:50:51.895220-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:51.895220-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:51.895220-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:51.899219-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:51.901219-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:51.901219-0300 | INFO | App started | main.py:32
2023-02-11T17:50:52.023328-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:52.023328-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:52.023328-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:52.030226-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:52.034223-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:52.035223-0300 | INFO | App started | main.py:32
2023-02-11T17:50:52.451227-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:52.451227-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:52.451227-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:52.455227-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:52.457228-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:52.457228-0300 | INFO | App started | main.py:32
2023-02-11T17:50:52.917230-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:52.918258-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:52.918258-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:52.921257-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:52.923227-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:52.923227-0300 | INFO | App started | main.py:32
2023-02-11T17:50:53.157804-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:53.157804-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:53.157804-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:53.161806-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:53.164802-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:53.164802-0300 | INFO | App started | main.py:32
2023-02-11T17:50:53.282805-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:53.282805-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:53.282805-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:53.286804-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:53.289802-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:53.289802-0300 | INFO | App started | main.py:32
2023-02-11T17:50:53.412804-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:53.413804-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:53.413804-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:53.417805-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:53.420802-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:53.420802-0300 | INFO | App started | main.py:32
2023-02-11T17:50:53.550806-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:53.550806-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:53.550806-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:53.557803-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:53.559805-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:53.559805-0300 | INFO | App started | main.py:32
2023-02-11T17:50:53.679803-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:53.679803-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:53.679803-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:53.684805-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:53.687801-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:53.687801-0300 | INFO | App started | main.py:32
2023-02-11T17:50:53.804804-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:53.804804-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:53.804804-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:53.808804-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:53.810802-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:53.810802-0300 | INFO | App started | main.py:32
2023-02-11T17:50:53.948805-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:53.948805-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:53.948805-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:53.952804-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:53.955801-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:53.955801-0300 | INFO | App started | main.py:32
2023-02-11T17:50:54.366806-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:54.366806-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:54.366806-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:54.371807-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:54.374818-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:54.374818-0300 | INFO | App started | main.py:32
2023-02-11T17:50:54.776806-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:54.776806-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:54.776806-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:54.780802-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:54.782802-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:54.782802-0300 | INFO | App started | main.py:32
2023-02-11T17:50:54.918804-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:54.918804-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:54.918804-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:54.922803-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:54.967801-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:54.967801-0300 | INFO | App started | main.py:32
2023-02-11T17:50:55.085803-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:55.086804-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:55.086804-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:55.090801-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:55.092802-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:55.092802-0300 | INFO | App started | main.py:32
2023-02-11T17:50:55.495825-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:55.495825-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:55.495825-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:55.499829-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:55.501823-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:55.501823-0300 | INFO | App started | main.py:32
2023-02-11T17:50:55.640825-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:55.640825-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:55.640825-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:55.643820-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:55.646821-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:55.646821-0300 | INFO | App started | main.py:32
2023-02-11T17:50:55.900816-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:55.900816-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:55.900816-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:55.905815-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:55.908814-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:55.908814-0300 | INFO | App started | main.py:32
2023-02-11T17:50:56.034171-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:56.035168-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:56.035168-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:56.038166-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:56.041172-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:56.041172-0300 | INFO | App started | main.py:32
2023-02-11T17:50:56.170181-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:56.170181-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:56.170181-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:56.175177-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:56.178176-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:56.178176-0300 | INFO | App started | main.py:32
2023-02-11T17:50:56.292177-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:56.293180-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:56.293180-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:56.297176-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:56.299176-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:56.299176-0300 | INFO | App started | main.py:32
2023-02-11T17:50:56.563748-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:56.563748-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:56.563748-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:56.566746-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:56.569747-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:56.569747-0300 | INFO | App started | main.py:32
2023-02-11T17:50:56.832749-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:56.832749-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:56.833746-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:56.836752-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:56.838746-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:56.839744-0300 | INFO | App started | main.py:32
2023-02-11T17:50:56.961747-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:56.961747-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:56.961747-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:56.965747-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:56.967745-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:56.967745-0300 | INFO | App started | main.py:32
2023-02-11T17:50:57.096748-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:57.096748-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:57.097748-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:57.102746-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:57.105745-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:57.106744-0300 | INFO | App started | main.py:32
2023-02-11T17:50:57.245748-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:57.246747-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:57.246747-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:57.250751-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:57.253749-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:57.254748-0300 | INFO | App started | main.py:32
2023-02-11T17:50:57.385747-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:57.385747-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:57.385747-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:57.390747-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:57.392746-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:57.393745-0300 | INFO | App started | main.py:32
2023-02-11T17:50:57.523749-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:57.523749-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:57.523749-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:57.531748-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:57.533750-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:57.533750-0300 | INFO | App started | main.py:32
2023-02-11T17:50:57.661747-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:57.661747-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:57.661747-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:57.664746-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:57.666745-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:57.666745-0300 | INFO | App started | main.py:32
2023-02-11T17:50:57.802749-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:57.802749-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:57.802749-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:57.807748-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:57.809775-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:57.809775-0300 | INFO | App started | main.py:32
2023-02-11T17:50:58.082757-0300 | DEBUG | User validname created successfully | views.py:42
2023-02-11T17:50:58.108748-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:58.108748-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:58.108748-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:58.113745-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:58.116751-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:58.117752-0300 | INFO | App started | main.py:32
2023-02-11T17:50:58.526745-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:58.526745-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:58.526745-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:58.530750-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:58.533744-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:58.533744-0300 | INFO | App started | main.py:32
2023-02-11T17:50:58.989746-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:58.989746-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:58.989746-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:58.992744-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:58.995777-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:58.995777-0300 | INFO | App started | main.py:32
2023-02-11T17:50:59.456783-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:59.457749-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:59.457749-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:59.461750-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:59.464751-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:59.464751-0300 | INFO | App started | main.py:32
2023-02-11T17:50:59.697079-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:59.697079-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:59.697079-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:59.701075-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:59.703076-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:59.703076-0300 | INFO | App started | main.py:32
2023-02-11T17:51:30.226758-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:51:30.226758-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:51:30.226758-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:51:30.229758-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:51:30.231758-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:51:30.231758-0300 | INFO | App started | main.py:32
2023-02-11T17:51:30.368760-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:51:30.368760-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:51:30.368760-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:51:30.372759-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:51:30.374758-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:51:30.375758-0300 | INFO | App started | main.py:32
2023-02-11T17:51:30.504780-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:51:30.504780-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:51:30.504780-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:51:30.511778-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:51:30.515779-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:51:30.515779-0300 | INFO | App started | main.py:32
2023-02-11T17:51:30.639778-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:51:30.639778-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:51:30.639778-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:51:30.644778-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:51:30.646777-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:51:30.646777-0300 | INFO | App started | main.py:32
2023-02-11T17:51:30.763778-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:51:30.763778-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:51:30.763778-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:51:30.767778-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:51:30.769776-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:51:30.769776-0300 | INFO | App started | main.py:32
2023-02-11T17:51:30.897780-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:51:30.897780-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:51:30.897780-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:51:30.901777-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:51:30.902776-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:51:30.903775-0300 | INFO | App started | main.py:32
2023-02-11T17:51:31.031378-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:51:31.031378-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:51:31.032375-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:51:31.036375-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:51:31.038384-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:51:31.038384-0300 | INFO | App started | main.py:32
2023-02-11T17:51:31.297800-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:51:31.297800-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:51:31.297800-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:51:31.300798-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:51:31.303797-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:51:31.303797-0300 | INFO | App started | main.py:32
2023-02-11T17:51:31.435812-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:51:31.435812-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:51:31.436812-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:51:31.441810-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:51:31.444810-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:51:31.444810-0300 | INFO | App started | main.py:32
2023-02-11T17:51:31.591811-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
