2023-02-10T03:24:28.096291-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:45
2023-02-10T23:20:20.304429-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:20:20.305430-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:20:20.305430-0300 | INFO | App started | main.py:28
2023-02-10T23:20:20.483426-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:20:20.483426-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:20:20.483426-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:20:20.484427-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:20:20.484427-0300 | INFO | App started | main.py:28
2023-02-10T23:20:20.635427-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:20:20.635427-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:20:20.635427-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:20:20.637428-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:20:20.637428-0300 | INFO | App started | main.py:28
2023-02-10T23:20:20.907429-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:20:20.907429-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:20:20.907429-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:20:20.909430-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:20:20.909430-0300 | INFO | App started | main.py:28
2023-02-10T23:20:21.151429-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:20:21.151429-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:20:21.151429-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:20:21.153427-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:20:21.153427-0300 | INFO | App started | main.py:28
2023-02-10T23:20:21.356430-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:20:21.357440-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:20:21.357440-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:20:21.359430-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:20:21.359430-0300 | INFO | App started | main.py:28
2023-02-10T23:20:34.163427-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:20:34.163427-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:20:34.163427-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:20:34.165426-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:20:34.165426-0300 | INFO | App started | main.py:28
2023-02-10T23:20:34.361431-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:20:34.362429-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:20:34.362429-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:20:34.364430-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:20:34.364430-0300 | INFO | App started | main.py:28
2023-02-10T23:20:34.572428-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:20:34.573429-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:20:34.573429-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:20:34.576428-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:20:34.576428-0300 | INFO | App started | main.py:28
2023-02-10T23:22:29.863459-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:22:29.863459-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:22:29.864459-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:22:29.865456-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:22:29.865456-0300 | INFO | App started | main.py:28
2023-02-10T23:22:30.007457-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:22:30.007457-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:22:30.007457-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:22:30.009458-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:22:30.010459-0300 | INFO | App started | main.py:28
2023-02-10T23:22:30.247456-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:22:30.248456-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:22:30.248456-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:22:30.249458-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:22:30.250457-0300 | INFO | App started | main.py:28
2023-02-10T23:23:24.791011-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:23:24.791011-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:23:24.791011-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:23:24.792008-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:23:24.792008-0300 | INFO | App started | main.py:28
2023-02-10T23:23:25.015014-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:23:25.015014-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:23:25.016009-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:23:25.017008-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:23:25.017008-0300 | INFO | App started | main.py:28
2023-02-10T23:23:25.262943-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:23:25.262943-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:23:25.262943-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:23:25.263941-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:23:25.263941-0300 | INFO | App started | main.py:28
2023-02-10T23:23:25.402941-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:23:25.402941-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:23:25.402941-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:23:25.404941-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:23:25.404941-0300 | INFO | App started | main.py:28
2023-02-10T23:23:25.596942-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:23:25.596942-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:23:25.596942-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:23:25.598939-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:23:25.598939-0300 | INFO | App started | main.py:28
2023-02-10T23:23:25.732941-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:23:25.732941-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:23:25.732941-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:23:25.734942-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:23:25.734942-0300 | INFO | App started | main.py:28
2023-02-10T23:23:25.989969-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:23:25.989969-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:23:25.990977-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:23:25.991943-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:23:25.991943-0300 | INFO | App started | main.py:28
2023-02-10T23:23:26.119955-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:23:26.120955-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:23:26.120955-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:23:26.121954-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:23:26.121954-0300 | INFO | App started | main.py:28
2023-02-10T23:23:26.407952-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:23:26.408952-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:23:26.408952-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:23:26.409953-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:23:26.409953-0300 | INFO | App started | main.py:28
2023-02-10T23:23:26.706034-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:23:26.706034-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:23:26.706034-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:23:26.707037-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:23:26.707037-0300 | INFO | App started | main.py:28
2023-02-10T23:23:26.851033-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:23:26.851033-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:23:26.851033-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:23:26.853036-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:23:26.853036-0300 | INFO | App started | main.py:28
2023-02-10T23:23:27.010033-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:23:27.010033-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:23:27.010033-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:23:27.011034-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:23:27.011034-0300 | INFO | App started | main.py:28
2023-02-10T23:23:27.140037-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:23:27.140037-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:23:27.140037-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:23:27.141039-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:23:27.141039-0300 | INFO | App started | main.py:28
2023-02-10T23:23:27.388880-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:23:27.388880-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:23:27.388880-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:23:27.389882-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:23:27.389882-0300 | INFO | App started | main.py:28
2023-02-10T23:23:27.640266-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:23:27.640266-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:23:27.640266-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:23:27.642268-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:23:27.642268-0300 | INFO | App started | main.py:28
2023-02-10T23:23:27.859267-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:23:27.860266-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:23:27.860266-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:23:27.862267-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:23:27.862267-0300 | INFO | App started | main.py:28
2023-02-10T23:23:28.084270-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:23:28.084270-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:23:28.085265-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:23:28.086264-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:23:28.086264-0300 | INFO | App started | main.py:28
2023-02-10T23:23:59.749248-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:23:59.749248-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:23:59.749248-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:23:59.750247-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:23:59.750247-0300 | INFO | App started | main.py:28
2023-02-10T23:23:59.951250-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:23:59.951250-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:23:59.951250-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:23:59.954248-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:23:59.954248-0300 | INFO | App started | main.py:28
2023-02-10T23:24:00.168253-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:00.168253-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:00.168253-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:00.171253-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:00.171253-0300 | INFO | App started | main.py:28
2023-02-10T23:24:00.427253-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:00.427253-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:00.427253-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:00.429250-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:00.430250-0300 | INFO | App started | main.py:28
2023-02-10T23:24:00.634251-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:00.635252-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:00.635252-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:00.637251-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:00.637251-0300 | INFO | App started | main.py:28
2023-02-10T23:24:00.855251-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:00.856252-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:00.856252-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:00.859251-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:00.859251-0300 | INFO | App started | main.py:28
2023-02-10T23:24:01.104252-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:01.104252-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:01.104252-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:01.106252-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:01.107254-0300 | INFO | App started | main.py:28
2023-02-10T23:24:01.466252-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:01.467252-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:01.467252-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:01.469254-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:01.469254-0300 | INFO | App started | main.py:28
2023-02-10T23:24:02.119248-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:02.120251-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:02.120251-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:02.122249-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:02.122249-0300 | INFO | App started | main.py:28
2023-02-10T23:24:02.605257-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:02.605257-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:02.605257-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:02.607253-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:02.608251-0300 | INFO | App started | main.py:28
2023-02-10T23:24:02.831251-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:02.832251-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:02.832251-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:02.834252-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:02.835253-0300 | INFO | App started | main.py:28
2023-02-10T23:24:03.187250-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:03.187250-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:03.187250-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:03.189254-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:03.190252-0300 | INFO | App started | main.py:28
2023-02-10T23:24:03.425247-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:03.425247-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:03.426251-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:03.429250-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:03.429250-0300 | INFO | App started | main.py:28
2023-02-10T23:24:03.791250-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:03.792251-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:03.792251-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:03.794250-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:03.794250-0300 | INFO | App started | main.py:28
2023-02-10T23:24:03.998251-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:03.999253-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:03.999253-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:04.001249-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:04.001249-0300 | INFO | App started | main.py:28
2023-02-10T23:24:04.236250-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:04.237251-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:04.237251-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:04.238249-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:04.239248-0300 | INFO | App started | main.py:28
2023-02-10T23:24:04.431250-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:04.431250-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:04.431250-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:04.433249-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:04.434252-0300 | INFO | App started | main.py:28
2023-02-10T23:24:21.648260-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:21.649258-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:21.649258-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:21.651253-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:21.651253-0300 | INFO | App started | main.py:28
2023-02-10T23:24:21.820251-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:21.821250-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:21.821250-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:21.823249-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:21.824250-0300 | INFO | App started | main.py:28
2023-02-10T23:24:22.002250-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:22.002250-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:22.003249-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:22.004248-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:22.004248-0300 | INFO | App started | main.py:28
2023-02-10T23:24:22.168250-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:22.168250-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:22.169250-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:22.170248-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:22.170248-0300 | INFO | App started | main.py:28
2023-02-10T23:24:22.338247-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:22.339246-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:22.339246-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:22.340248-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:22.340248-0300 | INFO | App started | main.py:28
2023-02-10T23:24:22.510248-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:22.510248-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:22.510248-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:22.512249-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:22.512249-0300 | INFO | App started | main.py:28
2023-02-10T23:24:22.657250-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:22.658249-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:22.658249-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:22.660252-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:22.660252-0300 | INFO | App started | main.py:28
2023-02-10T23:24:22.967248-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:22.968249-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:22.968249-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:22.969249-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:22.969249-0300 | INFO | App started | main.py:28
2023-02-10T23:24:23.438248-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:23.438248-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:23.438248-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:23.440246-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:23.440246-0300 | INFO | App started | main.py:28
2023-02-10T23:24:23.761252-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:23.761252-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:23.761252-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:23.763250-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:23.764250-0300 | INFO | App started | main.py:28
2023-02-10T23:24:23.927249-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:23.928250-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:23.928250-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:23.930250-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:23.930250-0300 | INFO | App started | main.py:28
2023-02-10T23:24:24.167248-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:24.167248-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:24.167248-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:24.168250-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:24.169250-0300 | INFO | App started | main.py:28
2023-02-10T23:24:24.320249-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:24.320249-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:24.321247-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:24.322247-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:24.323249-0300 | INFO | App started | main.py:28
2023-02-10T23:24:24.491248-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T23:24:24.492248-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T23:24:24.492248-0300 | INFO | Auth models configured | models.py:54
2023-02-10T23:24:24.494249-0300 | INFO | Auth configured | views.py:10
2023-02-10T23:24:24.494249-0300 | INFO | App started | main.py:28
2023-02-10T23:24:24.680250-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
